query_id,% Identity,bitscore,% Positives,score
AAA38230.1,86.7855,29.41,93.5725,64.4
AAA38242.1,81.7853,28.96,91.7875,63.2
AAA38263.1,59.643,24.235,79.9985,50.9
AAA38264.1,69.6431,24.52,83.925,51.65
AAA38267.1,76.4286,27.47,91.7875,59.4
AAA38272.1,58.2145,20.655,70.359,41.65
AAA38274.1,65.7146,22.9,77.499,47.5
AAA38285.1,88.9283,30.94,99.286,68.35
AAA38294.1,78.2142,27.65,92.86,59.85
AAA38303.1,74.2034,26.61,91.401,57.1
AAA38310.1,65.7146,22.42,76.785,46.25
AAA38315.1,88.5712,30.12,97.144,66.3
AAA38316.1,83.5711,29.83,96.43,65.55
AAA38321.1,73.5716,25.845,84.996,55.15
AAA38323.1,83.214,28.055,88.9275,60.9
AAA38336.1,88.9009,30.6,96.43,67.5
AAA38339.1,75.0,27.62,93.217,59.8
AAA38341.1,70.0003,25.68,84.639,54.7
AAA38345.1,83.5711,28.355,92.86,61.65
AAA38355.1,81.0711,27.98,91.0725,60.7
AAA38357.1,70.0003,25.67,85.353,54.7
AAA38359.1,74.643,27.72,91.7875,60.05
AAA38366.1,76.4286,27.43,91.43,59.3
AAA38373.1,70.3574,25.12,86.0675,53.3
AAA38375.1,82.8568,28.215,86.7825,61.3
AAA38377.1,88.3334,26.16,92.9195,55.95
AAA38380.1,83.846,27.44,93.4635,59.35
AAA38382.1,86.7778,22.295,93.5,45.95
AAA38401.1,73.9288,28.295,91.072,61.5
AAA38431.1,75.7143,27.235,91.0725,58.75
AAA38432.1,77.1428,28.135,97.501,61.1
AAA38437.1,79.9997,27.94,91.7875,60.6
AAA38476.1,71.4288,25.455,84.282,54.15
AAA38489.1,81.4282,28.12,85.711,61.05
AAA38491.1,75.3572,27.24,89.285,58.85
AAA38492.1,66.786,24.68,82.855,52.05
AAA38493.1,83.9283,28.04,91.0725,60.85
AAA38495.1,88.9283,30.9,99.286,68.25
AAA38497.1,73.2143,26.2,83.212,56.05
AAA38498.1,81.7854,28.65,88.57,62.4
AAA38507.1,76.7857,27.435,91.0725,59.3
AAA38511.1,77.1428,28.205,92.502,61.3
AAA38516.1,79.9997,28.37,92.5025,61.7
AAA38521.1,73.5716,26.245,81.784,56.15
AAA38543.1,79.6426,28.77,97.144,62.7
AAA38567.1,79.9998,28.785,97.858,62.75
AAA38604.1,81.0711,29.23,98.215,63.9
AAA38622.1,78.214,26.485,80.712,56.75
AAA38626.1,89.9998,30.92,97.858,68.3
AAA38630.1,82.8568,28.825,91.787,62.85
AAA38635.1,76.4286,28.515,95.002,62.05
AAA38648.1,81.7854,28.955,91.786,63.2
AAA38653.1,89.6426,29.915,95.716,65.75
AAA38655.1,76.0715,27.345,91.7875,59.05
AAA38661.1,72.5002,25.705,83.212,54.8
AAA38663.1,62.5002,25.865,84.6405,55.2
AAA38669.1,69.2861,26.36,79.9985,56.45
AAA40551.1,90.3569,31.0,99.286,68.5
AAA40553.1,74.643,27.11,92.1445,58.4
AAA50204.1,80.3569,28.915,98.572,63.1
AAA51043.1,71.0717,24.695,80.712,52.15
AAA51044.1,78.2141,28.22,88.57,61.3
AAA51095.1,78.5712,27.915,90.715,60.55
AAA51098.1,72.143,28.015,92.86,60.8
AAA51099.1,77.1428,28.775,92.86,62.7
AAA51100.1,78.5714,29.065,92.86,63.45
AAA51156.1,69.6432,25.37,81.427,53.95
AAA51162.1,74.6429,25.375,79.641,53.95
AAA51169.1,56.7858,24.82,84.283,52.45
AAA53025.1,89.6426,30.58,98.929,67.45
AAA57212.1,88.4339,30.08,96.787,66.2
AAA57214.1,74.2857,25.295,82.854,53.75
AAA57216.1,77.1428,27.435,84.2825,59.3
AAA57351.1,71.0716,25.53,87.14,54.35
AAA57506.1,76.4285,27.005,87.8545,58.15
AAA58746.1,77.8568,28.55,87.1395,62.15
AAA60430.1,81.4283,27.89,86.4265,60.5
AAA60435.1,77.8568,28.655,93.2165,62.4
AAA60440.1,91.3636,24.345,96.364,51.2
AAA60441.1,77.5,28.385,97.858,61.75
AAA60717.1,69.6432,24.295,81.426,51.05
AAA60723.1,74.2857,24.125,79.641,50.65
AAA61337.1,72.8573,27.775,86.782,60.2
AAA62634.1,76.0714,27.895,88.57,60.5
AAA62640.1,85.714,29.435,93.574,64.45
AAA63332.1,78.9284,27.835,92.8595,60.35
AAA63335.1,78.9283,27.83,88.9265,60.35
AAA63336.1,80.9089,22.165,85.456,45.55
AAA63339.1,76.7858,28.445,98.215,61.9
AAA65180.1,82.8018,28.575,94.287,62.2
AAA65390.1,83.8734,29.14,95.33,63.65
AAA65407.1,85.714,28.555,92.145,62.15
AAA65680.1,86.0437,30.14,98.215,66.35
AAA69921.1,68.9288,25.965,83.926,55.45
AAA70248.1,89.9998,31.195,99.286,69.0
AAA72059.1,77.5,27.76,92.502,60.15
AAA72060.1,68.9287,26.01,79.6415,55.55
AAA86844.1,75.3573,28.03,92.8595,60.85
AAA88260.1,77.1429,27.03,91.7875,58.2
AAA88274.1,71.786,25.34,84.282,53.85
AAA88287.1,75.0001,25.995,85.71,55.5
AAA89060.1,76.7856,28.515,97.144,62.05
AAA91786.1,70.9342,24.69,80.9905,52.1
AAA91787.1,80.3568,28.18,91.43,61.2
AAA91792.1,75.7142,27.265,91.7875,58.85
AAA91800.1,77.857,27.62,90.0,59.8
AAA92380.1,82.857,29.46,98.572,64.5
AAA92383.1,73.5717,26.945,88.569,57.95
AAA92389.1,83.2139,29.235,92.5025,63.9
AAA92398.1,83.5711,29.41,92.86,64.35
AAA96737.1,77.1428,27.64,87.8555,59.85
AAA96957.1,80.3568,29.175,86.0675,63.75
AAA97368.1,79.2853,28.765,95.7155,62.7
AAA98740.1,69.8904,25.1,83.8715,53.2
AAA99988.1,66.4288,25.785,90.3565,55.0
AAB00849.1,78.5711,27.32,92.859,59.05
AAB01611.1,57.8573,25.385,84.283,54.0
AAB01613.1,73.9287,27.935,86.4255,60.6
AAB02357.1,68.5718,26.905,86.068,57.9
AAB02360.1,88.5712,30.74,98.929,67.85
AAB02373.1,82.1426,28.84,93.573,62.9
AAB02662.1,77.4999,28.465,93.931,61.95
AAB02916.1,72.7199,26.735,91.0165,57.4
AAB04555.1,79.9997,25.88,86.4265,55.25
AAB05120.1,73.5717,26.5,86.0675,56.8
AAB05125.1,76.7034,27.065,92.475,58.3
AAB05136.1,85.714,29.805,92.86,65.5
AAB06109.1,79.9997,28.875,97.858,63.0
AAB06380.1,69.286,25.63,90.0,54.6
AAB06383.1,81.0711,28.16,91.0725,61.15
AAB07385.1,78.9282,27.18,85.3535,58.7
AAB07386.1,71.7859,24.98,78.57,52.95
AAB07393.1,77.8568,27.36,85.711,59.15
AAB08763.1,72.8574,25.555,87.4975,54.4
AAB16764.1,75.0001,27.96,85.71,60.65
AAB16924.1,73.2145,26.145,88.2125,55.9
AAB17081.1,75.7143,27.345,92.8595,59.1
AAB17409.1,82.4996,28.68,94.6445,62.45
AAB18787.1,83.214,27.47,88.927,59.4
AAB26951.1,70.3574,24.705,85.7105,52.15
AAB27986.2,84.9997,29.89,93.9305,65.65
AAB33232.2,71.4289,26.205,80.3555,56.05
AAB34552.1,72.8574,26.01,85.71,55.55
AAB39985.1,74.2859,27.995,86.7825,60.75
AAB41349.1,75.0,25.575,86.7835,54.45
AAB42152.1,74.4231,26.93,85.744,57.95
AAB48328.1,77.8569,28.73,98.572,62.6
AAB48332.1,86.4283,29.23,92.145,63.9
AAB49047.1,82.1425,27.23,87.14,58.75
AAB49053.1,68.5718,24.225,81.426,50.85
AAB49056.1,75.3571,26.665,84.996,57.25
AAB49058.1,76.4285,25.085,81.0695,53.15
AAB49061.1,76.7857,26.135,86.783,55.9
AAB49069.1,76.5384,25.32,84.62,53.8
AAB49071.1,65.7146,22.875,69.6445,47.45
AAB49073.1,83.2415,27.86,91.43,60.4
AAB49074.1,75.7143,27.275,90.0,58.9
AAB49080.1,90.7141,29.14,94.288,63.65
AAB49084.1,70.3573,25.585,85.7105,54.5
AAB49087.1,83.2139,27.48,86.0675,59.45
AAB49090.1,81.5383,26.845,96.5395,57.75
AAB49091.1,66.9231,22.72,80.0,47.05
AAB49093.1,69.6432,26.29,84.639,56.25
AAB49094.1,81.4282,27.8,90.3575,60.25
AAB49097.1,64.286,24.295,78.213,51.05
AAB49099.1,77.857,27.455,93.574,59.4
AAB49102.1,81.8181,24.385,84.7715,51.3
AAB49114.1,82.7744,27.58,88.1575,59.7
AAB49116.1,73.9287,26.475,87.855,56.75
AAB49124.1,66.786,25.545,89.2845,54.4
AAB49128.1,79.6153,24.395,86.158,51.35
AAB49129.1,87.4997,29.81,97.858,65.45
AAB49136.1,87.3076,26.64,93.848,57.2
AAB49146.1,59.2859,22.715,72.858,47.05
AAB49149.1,80.3568,28.395,88.57,61.75
AAB49151.1,72.5,27.16,83.2115,58.55
AAB49153.1,76.7855,28.605,91.787,62.3
AAB49166.1,84.9998,28.955,91.787,63.2
AAB53773.1,79.2853,28.14,97.858,61.1
AAB58836.1,81.4283,29.2,97.858,63.85
AAB62197.1,83.6262,27.5,93.161,59.5
AAB62202.1,83.9282,29.795,97.501,65.45
AAB62210.1,79.9997,27.68,87.1405,59.95
AAB62212.1,78.5713,28.835,87.855,62.9
AAB62220.1,84.0656,29.42,94.617,64.4
AAB63472.1,79.6425,28.0,85.71,60.75
AAB63486.1,74.2858,26.295,86.068,56.3
AAB63490.1,70.7145,27.305,92.86,58.95
AAB67085.1,81.0711,27.835,94.288,60.35
AAB67094.1,76.9316,21.915,92.349,44.9
AAB70766.1,65.0003,26.18,84.9965,56.0
AAB70772.1,78.9283,26.375,87.498,56.5
AAB70776.1,57.8573,25.275,84.64,53.7
AAB70782.1,64.6431,25.665,84.283,54.7
AAB71638.1,73.9287,28.07,97.858,60.95
AAB81503.1,81.6755,29.63,96.43,64.95
AAB81598.1,81.071,28.655,86.7825,62.4
AAB82166.1,92.9169,27.42,100.0,59.3
AAB82167.1,92.2727,25.34,100.0,53.85
AAB82172.1,75.7144,27.4,91.7875,59.2
AAB82177.1,73.2145,26.645,89.285,57.2
AAB82184.1,85.7691,26.96,93.079,58.05
AAB82191.1,74.4506,25.895,85.553,55.25
AAB86542.1,89.2855,30.68,99.643,67.7
AAB87657.1,84.6425,29.77,98.215,65.35
AAB87658.1,74.6429,27.125,87.14,58.45
AAB87659.1,76.7858,26.61,91.43,57.1
AAB94781.1,75.7143,26.535,84.6395,56.9
AAB95113.1,85.714,30.06,96.787,66.15
AAB97634.1,83.9282,29.295,89.6425,64.05
AAB97652.1,74.643,26.84,86.068,57.7
AAB97654.1,70.7145,26.69,92.502,57.3
AAB97658.1,79.2854,28.825,92.86,62.85
AAC00203.1,72.8574,26.85,97.5005,57.75
AAC04264.1,76.7857,27.33,92.5015,59.05
AAC04513.1,66.4289,26.1,92.5015,55.75
AAC04548.1,75.7143,25.845,83.926,55.15
AAC18867.2,86.0711,30.055,95.359,66.1
AAC26765.1,75.0001,27.26,87.14,58.9
AAC26767.1,70.2449,21.89,76.396,44.9
AAC28256.1,76.0714,28.115,95.002,61.05
AAC28258.1,81.4282,28.51,92.145,62.05
AAC31896.1,88.9283,29.79,94.2875,65.35
AAC33341.1,75.3571,27.04,88.212,58.25
AAC34724.1,71.4288,26.06,86.426,55.7
AAC37615.1,80.4944,28.21,97.8575,61.3
AAC37616.1,78.4341,27.84,97.803,60.35
AAC37617.1,80.6866,27.76,95.66,60.15
AAC37712.1,88.8734,30.495,96.43,67.25
AAC40107.1,78.5713,27.875,90.714,60.45
AAC42065.1,71.786,25.375,85.7105,53.95
AAC52460.1,81.4282,28.745,92.5025,62.65
AAC53026.1,81.0711,27.915,92.858,60.55
AAC53230.1,73.9288,27.36,92.145,59.15
AAC62326.1,75.7144,27.735,91.7875,60.1
AAC62369.1,77.857,28.0,97.501,60.75
AAC67500.1,76.4285,27.145,92.8595,58.55
AAC70921.1,76.4285,26.98,86.0675,58.1
AAC70922.1,76.4285,26.005,85.3535,55.55
AAC98861.1,85.714,30.12,98.572,66.3
AAD00910.1,75.3571,27.44,96.073,59.35
AAD02071.1,70.055,25.025,88.4625,52.95
AAD02073.1,74.231,26.78,92.4745,57.55
AAD03699.1,83.9283,29.435,94.288,64.45
AAD03700.1,79.6426,27.2,85.7105,58.75
AAD03701.1,84.2854,29.42,92.8595,64.4
AAD03703.1,74.2857,24.46,81.4265,51.5
AAD03705.1,78.214,26.08,86.7835,55.75
AAD08685.1,73.5716,26.465,85.71,56.7
AAD09194.1,89.8351,28.98,97.4185,63.25
AAD12887.1,75.3572,26.925,91.0725,57.95
AAD12897.1,75.7142,26.61,84.9965,57.1
AAD12899.1,76.0715,27.36,92.145,59.1
AAD12903.1,77.3626,27.18,86.8675,58.7
AAD12920.1,67.8574,25.945,91.43,55.4
AAD13121.1,81.7853,28.585,90.3575,62.25
AAD13128.1,94.231,30.04,100.0,66.1
AAD23396.3,73.5716,27.86,87.4975,60.4
AAD23752.1,79.2855,28.95,92.145,63.15
AAD24788.1,81.0711,27.465,86.783,59.35
AAD26709.1,63.2145,25.37,83.2115,53.95
AAD26710.1,86.7854,28.975,92.5025,63.25
AAD26728.1,71.786,24.92,78.57,52.8
AAD26743.1,83.5711,28.78,93.217,62.7
AAD26748.1,75.0001,24.66,81.069,52.05
AAD26754.1,83.8185,28.04,90.44,60.85
AAD26759.1,91.9232,29.67,100.0,65.1
AAD26763.1,75.7142,26.915,85.7105,57.9
AAD26767.1,84.2854,29.475,93.216,64.55
AAD26778.1,75.3572,26.1,84.639,55.8
AAD26782.1,84.6425,29.25,92.5025,63.95
AAD26784.1,65.3575,23.495,71.787,49.0
AAD26799.1,81.7853,28.87,90.0,62.95
AAD29601.1,73.9287,26.59,89.285,57.05
AAD29602.1,72.8575,27.495,79.9985,59.5
AAD29604.1,78.5713,28.83,93.9305,62.85
AAD30035.1,62.775,25.22,90.6875,53.55
AAD32203.1,74.6428,27.48,86.7825,59.45
AAD33867.1,66.786,26.4,88.212,56.55
AAD34866.1,70.3574,27.64,92.145,59.85
AAD39763.1,75.4543,22.07,92.2735,45.3
AAD39764.1,87.3076,26.72,93.848,57.4
AAD39797.1,79.6425,27.08,87.4975,58.35
AAD39806.1,79.2854,27.58,87.14,59.7
AAD39807.1,79.2854,27.555,86.426,59.65
AAD39810.1,78.5712,27.045,86.7825,58.25
AAD44777.1,75.3572,27.025,92.145,58.2
AAD44791.1,77.1428,27.025,90.715,58.2
AAD47031.1,91.0712,29.27,93.931,64.0
AAD48914.1,77.8569,28.06,92.5025,60.9
AAD54340.1,49.2857,19.64,60.3575,39.1
AAD54360.1,77.4999,27.62,96.43,59.8
AAF04604.1,80.3569,28.615,91.7875,62.3
AAF13219.1,82.4997,27.33,86.783,59.0
AAF13221.1,81.7854,27.895,86.783,60.5
AAF32521.1,70.3575,27.015,80.7125,58.2
AAF61531.1,76.7856,27.88,86.0675,60.45
AAF68213.1,77.1427,27.52,91.43,59.55
AAF72615.1,60.0002,24.04,79.641,50.4
AAF74114.1,78.5162,27.56,94.288,59.65
AAF75778.1,85.714,28.62,92.144,62.35
AAF75780.1,82.0877,25.905,85.9375,55.3
AAF75782.1,76.7856,26.085,82.14,55.75
AAF82609.1,81.6755,28.235,88.8725,61.35
AAF86852.1,80.3568,27.94,92.86,60.6
AAF86861.1,82.1425,29.325,95.359,64.15
AAF88048.1,70.0002,25.175,85.3535,53.45
AAF88050.1,63.2146,24.18,85.7105,50.75
AAG00521.1,79.6426,27.875,84.6395,60.45
AAG00608.1,82.4997,29.28,98.572,64.05
AAG01452.1,89.2855,30.89,95.716,68.25
AAG02030.1,84.2854,29.87,98.215,65.6
AAG02031.1,85.714,30.28,98.215,66.7
AAG16683.1,68.4618,25.425,83.8715,54.1
AAG18362.1,85.714,29.93,98.572,65.8
AAG31174.1,86.7854,29.87,96.43,65.6
AAG31769.1,60.0002,24.545,80.712,51.75
AAG39119.1,62.8574,25.81,88.571,55.05
AAG39121.1,68.2146,26.2,87.8545,56.05
AAG39161.1,75.0001,26.045,84.996,55.65
AAG39171.1,75.7143,28.04,91.0715,60.85
AAH02121.1,68.9289,25.46,86.0675,54.15
AAH03435.1,77.1427,27.29,93.574,58.95
AAH13490.1,76.0715,27.22,92.5025,58.7
AAH18322.1,77.1427,27.345,93.2165,59.05
AAH19425.1,84.258,30.09,96.073,66.2
AAH25447.1,79.9996,28.435,97.501,61.85
AAH29188.1,74.2858,27.52,93.217,59.55
AAH33451.1,68.2146,25.595,89.9995,54.5
AAH55905.1,89.2855,30.32,98.572,66.8
AAH85241.1,90.7967,29.94,98.572,65.85
AAH92056.1,71.0717,26.535,89.284,56.9
AAH92061.1,67.1431,26.125,89.2845,55.85
AAH92269.1,76.0714,26.555,85.7105,56.95
AAH93501.1,84.9997,29.24,92.1445,63.9
AAI08376.1,81.4282,28.85,92.145,62.9
AAI10690.1,78.9284,28.245,96.43,61.4
AAK01085.1,70.7145,27.035,92.1445,58.2
AAK01087.1,84.2854,29.615,95.002,64.95
AAK01184.1,78.0768,25.63,84.6185,54.6
AAK01185.1,73.5715,25.18,79.998,53.4
AAK01187.1,73.7307,23.445,86.9265,48.9
AAK01188.1,81.0711,26.965,87.14,58.05
AAK01191.1,67.1432,22.565,79.998,46.6
AAK01192.1,82.6921,26.575,91.541,57.0
AAK07892.1,79.9998,27.72,90.7145,60.05
AAK07893.1,88.0494,28.315,96.677,61.55
AAK07894.1,78.9283,25.98,84.9975,55.5
AAK07898.1,89.6154,29.455,97.3085,64.5
AAK07902.1,87.3077,27.635,94.2325,59.85
AAK07903.1,81.7854,27.135,87.14,58.5
AAK07904.1,72.3076,23.405,77.307,48.8
AAK07916.1,85.714,28.335,92.1445,61.6
AAK15710.1,79.6425,28.275,92.5025,61.45
AAK15734.1,82.4449,27.19,98.1325,58.6
AAK29595.1,78.9284,28.135,93.217,61.1
AAK29599.1,80.0,27.47,95.6325,59.4
AAK29612.1,73.5716,26.74,85.71,57.45
AAK43731.1,83.5711,29.71,97.501,65.2
AAK43732.1,54.643,22.405,73.215,46.25
AAK68992.1,86.0711,28.845,93.217,62.9
AAK69386.1,86.3734,30.19,95.359,66.45
AAK85362.1,79.2854,27.46,89.642,59.4
AAK85367.1,75.0002,27.865,96.4295,60.45
AAK85368.1,76.3462,26.08,95.5235,55.75
AAL05840.1,79.2855,28.1,93.217,61.0
AAL32448.1,82.1425,27.72,86.783,60.05
AAL58347.1,77.0054,27.08,90.302,58.4
AAL58385.1,80.7139,27.075,91.0725,58.35
AAL67677.1,66.786,23.77,79.284,49.75
AAL67681.1,77.8569,27.5,95.716,59.5
AAL76038.2,77.1427,27.03,86.0695,58.2
AAL86970.1,58.5716,24.965,79.999,52.85
AAL86972.1,58.2144,25.175,81.07,53.45
AAL86977.1,59.643,25.09,84.64,53.25
AAL86978.1,58.5716,24.92,79.999,52.75
AAL91083.1,59.6431,24.65,84.997,52.0
AAL91086.1,74.643,28.02,94.644,60.8
AAL92955.1,84.2854,29.88,99.643,65.7
AAL92965.1,69.286,25.565,84.9975,54.45
AAM12023.1,81.0712,27.595,92.144,59.75
AAM34752.1,73.9287,27.135,87.855,58.55
AAM78237.1,74.6429,27.195,90.3575,58.65
AAM78260.1,77.7746,26.84,91.045,57.7
AAM78277.1,83.1591,27.82,97.7205,60.3
AAM78281.1,76.0714,27.3,92.145,59.0
AAM78290.1,78.9283,28.255,91.43,61.4
AAM78292.1,80.3569,28.395,91.0725,61.75
AAM78302.1,76.7857,28.28,97.501,61.45
AAM78308.1,78.2141,27.29,92.145,58.95
AAN06768.1,77.4999,27.96,87.4975,60.65
AAN06771.1,86.8181,24.365,97.7275,51.25
AAN06790.1,68.4618,24.535,78.1305,51.7
AAN39058.1,83.9282,29.375,92.5025,64.3
AAN39068.1,83.2139,29.42,90.715,64.4
AAN39075.1,83.9282,29.55,89.285,64.75
AAN39085.1,86.3736,27.675,93.2425,59.95
AAN39091.1,88.5712,29.225,92.86,63.9
AAN39092.1,84.2855,28.115,90.3575,61.05
AAN39094.1,85.714,29.43,91.43,64.4
AAN39096.1,91.4284,30.94,98.929,68.35
AAN62965.1,88.409,25.635,96.2515,54.6
AAN62969.1,69.2861,23.295,80.712,48.5
AAO13545.1,72.0607,25.64,85.6835,54.65
AAO13553.1,85.714,29.305,92.86,64.1
AAO18776.1,86.0711,29.94,99.643,65.85
AAO18853.1,86.0711,29.705,93.2165,65.2
AAO18874.1,71.4288,26.575,92.1445,57.0
AAO18891.1,75.0,27.98,87.14,60.7
AAO18914.1,68.2146,23.5,79.998,49.05
AAO18970.1,70.7145,25.855,85.7105,55.2
AAO19009.1,86.7306,28.775,98.215,62.7
AAO19012.1,84.1205,28.2,87.7725,61.25
AAO19018.1,74.2858,25.14,86.7835,53.3
AAO19079.1,86.0711,30.46,98.572,67.15
AAO19728.1,76.7856,26.535,86.0675,56.9
AAO19730.1,75.3571,27.9,84.6395,60.5
AAO20321.1,89.9999,24.625,98.6365,51.95
AAO21958.1,75.7143,26.68,94.9745,57.3
AAO21960.1,75.3572,27.92,96.43,60.55
AAO21961.1,70.3574,27.7,91.072,60.0
AAO23198.1,39.9997,15.775,48.335,29.0
AAO23243.1,84.6426,28.545,92.144,62.15
AAO23301.1,84.9999,23.93,90.91,50.1
AAO23308.1,87.8569,29.9,97.144,65.7
AAO23355.1,81.4283,28.13,93.9305,61.1
AAO23359.1,84.6425,29.865,94.645,65.65
AAO23423.1,78.1816,22.25,92.728,45.8
AAO43603.1,76.7857,28.62,97.858,62.35
AAO45056.1,77.1428,28.13,97.858,61.1
AAO59675.1,63.2145,25.81,87.1405,55.05
AAO59678.1,77.8569,28.02,88.2125,60.8
AAO59697.1,75.3571,28.015,92.145,60.8
AAO59737.1,76.0714,26.49,86.783,56.75
AAO59748.1,75.7143,27.31,92.145,58.95
AAO59836.1,72.1431,26.03,92.859,55.6
AAO59903.1,82.3076,27.255,98.462,58.8
AAO60074.1,66.4288,25.525,90.3565,54.35
AAO60142.1,81.4282,27.8,92.5025,60.25
AAO60152.1,68.9289,25.71,87.855,54.8
AAO60154.1,77.8846,25.95,92.0345,55.4
AAO89516.1,67.8574,24.86,84.64,52.55
AAO92944.1,77.1427,27.82,92.502,60.3
AAO92993.1,82.4996,29.445,97.144,64.45
AAP22428.1,80.2746,27.61,96.786,59.75
AAP33816.1,78.5712,27.54,87.14,59.6
AAP75577.1,79.6425,28.645,92.5015,62.4
AAP75587.1,89.6426,30.58,98.215,67.45
AAP78505.1,83.1865,27.995,89.9725,60.75
AAP78511.1,77.857,28.41,99.643,61.8
AAP78515.1,72.8574,26.425,91.787,56.6
AAP80686.1,70.3574,26.29,90.356,56.25
