query_id,% Identity,bitscore,% Positives,score
AAA37998.1,68.4442,166.7,79.261,422.05
AAA37999.1,68.5205,164.75,79.6245,417.15
AAA38000.1,71.6191,177.25,82.2865,449.4
AAA38003.1,72.9093,184.95,83.9395,469.6
AAA38004.1,70.294,168.75,80.5725,427.55
AAA38007.1,71.8577,176.5,82.496,447.65
AAA38009.1,67.369,166.85,78.492,422.45
AAA38011.1,62.769,145.25,74.6685,366.55
AAA38012.1,61.4321,150.35,76.141,379.5
AAA38013.1,65.403,156.9,79.0905,396.8
AAA38015.1,60.7652,144.95,76.1195,365.6
AAA38019.1,74.0451,178.05,84.2095,451.9
AAA38021.1,70.6505,172.3,81.2525,436.45
AAA38023.1,82.2125,191.5,85.6995,486.85
AAA38024.1,82.415,192.65,86.6295,489.8
AAA38025.1,70.39,160.65,80.845,406.5
AAA38032.1,65.1474,161.3,77.6305,408.4
AAA38040.1,77.7783,182.5,85.5345,463.65
AAA38041.1,70.7349,173.15,82.0085,438.35
AAA38042.1,64.1075,148.55,77.1365,374.85
AAA38043.1,69.6227,166.35,79.905,421.2
AAA38044.1,69.0389,170.4,81.5165,431.75
AAA38046.1,77.8806,182.3,83.5635,462.4
AAA38048.1,77.5796,182.35,83.0175,462.6
AAA38049.1,68.6364,166.7,80.2485,422.5
AAA38051.1,68.9086,165.65,80.565,419.3
AAA38052.1,68.4261,166.3,80.777,421.4
AAA38054.1,67.1226,164.6,80.158,416.8
AAA38055.1,68.9027,170.35,81.645,431.25
AAA38056.1,67.2005,163.15,80.9335,412.95
AAA38057.1,69.5817,162.9,78.9325,412.3
AAA38058.1,67.2164,165.9,80.4205,420.4
AAA38059.1,73.9272,189.2,83.9845,480.5
AAA38063.1,67.9035,167.8,80.6345,424.95
AAA38064.1,71.285,175.55,81.5335,445.3
AAA38065.1,68.4077,167.8,80.4455,424.95
AAA38066.1,68.7355,161.3,79.374,408.25
AAA38067.1,67.3069,163.05,80.924,412.75
AAA38068.1,64.6825,160.25,78.096,405.5
AAA38075.1,67.3609,154.9,80.0885,391.75
AAA38076.1,68.9788,168.8,80.855,427.35
AAA38077.1,71.1425,175.1,81.0205,443.8
AAA38078.1,68.0557,169.0,80.702,427.95
AAA38081.1,61.453,153.65,79.0165,388.4
AAA38082.1,70.0251,166.7,83.823,422.2
AAA38083.1,65.9038,153.9,79.557,388.7
AAA38087.1,63.9737,149.5,76.038,377.35
AAA38088.1,66.1248,152.3,80.0745,384.95
AAA38089.1,65.1465,154.6,80.2195,390.55
AAA38090.1,63.9597,153.5,79.516,387.8
AAA38093.1,67.4363,159.5,81.2525,403.55
AAA38094.1,68.2854,162.9,80.78,412.25
AAA38102.1,67.8487,158.55,82.3425,400.95
AAA38103.1,76.7716,187.1,85.68,475.35
AAA38105.1,65.5252,166.9,77.7745,422.4
AAA38106.1,66.0696,164.85,76.1145,417.55
AAA38108.1,71.6427,170.35,81.5755,431.7
AAA38118.1,65.5395,150.2,76.926,379.4
AAA38120.1,66.4015,156.4,78.5205,395.65
AAA38121.1,62.5697,153.05,77.3465,386.6
AAA38122.1,67.9232,158.15,78.5725,399.8
AAA38123.1,67.4926,158.2,78.487,399.95
AAA38124.1,70.4061,171.1,81.05,433.4
AAA38125.1,67.8703,170.7,79.2165,432.35
AAA38127.1,69.4869,171.5,80.3875,434.3
AAA38128.1,67.0348,164.6,80.974,416.65
AAA38129.1,69.9111,171.2,81.2475,434.0
AAA38130.1,63.9863,156.4,77.127,395.3
AAA38131.1,66.8631,162.0,79.6525,410.1
AAA38133.1,63.0742,157.5,76.255,398.35
AAA38136.1,68.2606,158.35,81.737,400.6
AAA38137.1,68.7027,163.35,79.447,413.4
AAA38139.1,68.2255,163.7,78.878,414.4
AAA38141.1,68.4218,162.55,78.946,411.55
AAA38142.1,63.0532,151.1,75.331,381.85
AAA38143.1,65.4301,157.45,79.241,398.3
AAA38144.1,62.8394,150.1,75.992,378.8
AAA38145.1,64.9418,162.5,77.7225,411.1
AAA38146.1,70.066,177.25,80.821,449.25
AAA38147.1,64.8902,161.9,77.7385,409.55
AAA38149.1,66.7081,162.55,80.0355,411.25
AAA38150.1,72.3158,176.95,82.657,448.45
AAA38153.1,63.8014,150.9,79.2095,380.9
AAA38154.1,67.3033,158.95,80.8455,402.15
AAA38158.1,66.8925,158.3,80.3005,400.3
AAA38159.1,73.3004,184.05,84.6355,467.05
AAA38162.1,66.074,156.5,80.57,395.6
AAA38164.1,63.7604,151.75,77.521,383.45
AAA38165.1,63.0895,150.35,78.019,379.7
AAA38166.1,64.6687,156.1,79.4945,394.8
AAA38170.1,70.9843,173.7,82.2755,440.3
AAA38172.1,68.5065,166.55,78.8425,421.5
AAA38189.1,70.8347,183.75,81.472,465.9
AAA38191.1,62.9927,157.65,79.275,398.75
AAA38200.1,66.1235,157.15,75.821,397.55
AAA38201.1,67.5189,165.6,78.268,419.3
AAA38203.1,62.3904,150.75,75.8985,380.75
AAA38209.1,63.7378,152.8,76.615,385.9
AAA38212.1,82.9404,196.95,87.9985,500.55
AAA38213.1,69.5288,161.8,81.476,409.35
AAA38214.1,69.6849,162.55,81.561,411.4
AAA38215.1,64.5351,158.55,77.266,401.1
AAA38216.1,72.5308,180.65,83.165,458.25
AAA38218.1,60.3736,144.95,72.847,365.6
AAA38219.1,60.4676,147.8,75.238,373.1
AAA38223.1,76.154,177.5,84.0305,449.95
AAA38225.1,65.301,155.2,77.8995,392.4
AAA38226.1,66.5425,163.65,80.5435,414.3
AAA38227.1,69.5611,164.8,81.0555,417.4
AAA38228.1,69.2142,177.9,82.0945,450.95
AAA38229.1,70.4256,177.2,81.327,449.3
AAA38230.1,97.9387,241.5,99.5795,616.8
AAA38231.1,63.635,157.35,75.6255,397.7
AAA38232.1,64.2391,159.25,76.279,402.85
AAA38233.1,61.0162,150.9,73.052,381.15
AAA38234.1,63.5713,157.35,75.756,397.85
AAA38235.1,63.5046,157.4,75.683,397.85
AAA38236.2,61.8915,152.7,74.119,385.6
AAA38237.1,71.0006,181.55,81.5425,460.95
AAA38239.1,70.4814,179.35,81.192,455.05
AAA38240.1,70.9134,182.2,81.7965,462.3
AAA38241.1,69.7239,180.3,81.925,457.15
AAA38242.1,68.2148,175.1,79.6055,443.85
AAA38244.1,69.2011,173.45,81.071,439.25
AAA38246.1,68.6727,168.35,81.093,426.05
AAA38247.1,68.3831,167.15,81.0575,423.25
AAA38248.1,69.3322,163.65,79.9885,413.95
AAA38249.1,69.2861,168.8,81.0945,427.35
AAA38250.1,71.2275,171.85,82.402,435.25
AAA38252.1,66.8837,166.45,83.763,421.25
AAA38253.1,70.2542,169.45,81.881,429.25
AAA38254.1,67.8573,159.4,81.2635,403.4
AAA38255.1,65.9833,158.2,77.2005,399.95
AAA38257.1,64.9375,156.65,76.8375,396.4
AAA38258.1,64.6691,156.0,77.3185,394.05
AAA38259.1,64.9523,156.75,77.088,396.15
AAA38261.1,69.0817,164.7,81.924,417.25
AAA38262.1,71.8902,166.7,82.475,422.1
AAA38292.1,80.7484,192.7,85.06,489.55
AAA38293.1,66.5804,163.4,80.185,413.75
AAA38294.1,66.5877,161.2,79.9145,407.8
AAA38295.1,67.0643,159.6,79.029,403.75
AAA38303.1,69.8732,170.15,81.509,431.0
AAA38308.1,82.0904,193.95,87.7255,492.85
AAA38309.1,78.0733,186.0,84.551,472.2
AAA38310.1,76.3389,180.65,83.565,458.0
AAA38311.1,77.8522,187.8,86.043,476.95
AAA38312.1,78.7467,188.35,86.276,478.35
AAA38313.1,72.7402,184.15,82.9745,467.35
AAA38314.1,71.9911,180.9,81.505,458.9
AAA38315.1,69.2421,174.4,81.3035,442.25
AAA38316.1,67.9846,173.3,80.2665,439.1
AAA38317.1,76.0261,181.4,84.6915,460.5
AAA38319.1,65.631,152.55,79.3925,385.4
AAA38322.1,66.6467,163.9,80.9415,414.95
AAA38323.1,78.7147,184.05,83.6765,467.0
AAA38324.1,67.8868,160.2,79.763,405.35
AAA38325.1,66.3568,156.7,77.7405,395.9
AAA38327.1,66.8451,156.35,78.3365,395.25
AAA38328.1,64.7655,163.25,80.4005,413.15
AAA38330.1,64.1575,157.9,80.0035,399.3
AAA38339.1,64.7829,160.15,79.68,404.9
AAA38340.1,66.7766,164.75,80.457,417.15
AAA38343.1,71.5797,165.5,82.8205,419.15
AAA38345.1,64.1728,157.85,78.4485,399.0
AAA38346.1,68.1649,168.6,82.6695,427.05
AAA38354.1,68.074,169.05,80.227,428.1
AAA38355.1,66.9032,163.65,77.658,414.15
AAA38356.1,63.3025,151.55,77.138,382.9
AAA38357.1,66.6941,156.2,76.812,394.85
AAA38358.1,62.8653,151.7,77.474,383.25
AAA38360.1,71.0405,180.25,82.194,457.2
AAA38363.1,61.6375,160.25,76.972,405.1
AAA38367.1,70.7835,167.9,82.316,425.25
AAA38368.1,66.9172,168.15,79.154,425.9
AAA38370.1,68.2399,162.05,79.1075,410.05
AAA38371.1,69.645,167.05,81.152,422.85
AAA38372.1,58.1744,151.5,76.9565,382.9
AAA38373.1,67.9613,167.9,79.998,425.05
AAA38374.1,64.6059,163.6,77.7545,414.0
AAA38383.1,71.1936,182.8,82.3465,463.8
AAA38384.1,66.9798,162.75,78.381,411.85
AAA38385.1,65.7531,162.35,79.198,410.6
AAA38386.1,66.6608,162.55,78.608,411.4
AAA38388.1,77.2203,185.15,85.4545,469.95
AAA38401.1,67.0826,169.05,79.002,428.0
AAA38402.1,69.8191,174.4,81.5995,441.9
AAA38411.1,64.2356,160.05,77.3475,405.0
AAA38415.1,75.4412,181.85,86.0075,461.8
AAA38441.1,69.8865,171.0,81.1285,432.85
AAA38442.1,68.7374,165.3,80.1105,418.4
AAA38444.1,70.9862,180.1,80.962,457.3
AAA38445.1,71.2088,179.25,82.395,454.5
AAA38476.1,65.4195,157.05,77.1405,397.1
AAA38477.1,63.5996,158.0,79.559,399.6
AAA38478.1,67.366,166.95,82.094,422.7
AAA38479.1,64.5883,158.05,78.9195,399.75
AAA38480.1,67.4231,166.5,81.8695,421.75
AAA38481.1,65.5845,160.7,79.8315,406.6
AAA38482.1,66.3276,163.7,80.2125,414.2
AAA38484.1,68.0744,167.8,82.4295,425.2
AAA38485.1,68.2553,168.8,82.5865,427.4
AAA38486.1,68.449,169.15,82.767,428.5
AAA38488.1,64.1976,159.4,76.1275,403.0
AAA38491.1,65.1994,158.05,77.3845,399.75
AAA38492.1,65.2631,155.2,75.5435,392.25
AAA38507.1,62.1065,152.1,77.894,384.2
AAA38508.1,63.8075,157.15,78.696,397.35
AAA38509.1,63.4047,156.5,79.2635,395.65
AAA38518.1,70.1536,168.45,81.5805,426.4
AAA38611.1,69.6188,172.65,79.7415,437.05
AAA38615.1,70.8911,172.55,81.9915,437.5
AAA38626.1,66.0704,155.95,80.2635,394.1
AAA38630.1,68.3932,173.0,85.216,438.75
AAA38635.1,70.2788,170.25,80.7725,431.4
AAA38636.1,68.3872,157.4,79.911,398.0
AAA38637.1,71.0026,171.5,82.972,434.45
AAA38638.1,66.8313,165.3,81.0855,418.5
AAA38639.1,64.538,150.75,77.419,380.7
AAA38640.1,63.5058,147.9,76.3505,373.3
AAA38641.1,65.5559,153.95,78.1825,389.1
AAA38650.1,66.9382,170.15,81.7545,430.85
AAA38651.1,68.1302,170.3,80.781,431.5
AAA38653.1,71.5924,175.4,81.919,444.35
AAA38662.1,65.6045,151.5,78.391,382.45
AAA38665.1,67.4789,152.15,80.4525,384.45
AAA38666.1,68.1867,157.6,81.4835,398.3
AAA38670.1,69.5416,155.95,77.3795,394.25
AAA38672.1,71.7235,173.1,80.696,438.6
AAA38847.1,69.0477,169.35,80.2055,428.75
AAA38848.1,68.9131,167.95,82.348,425.1
AAA38849.1,72.3915,181.9,83.801,461.65
AAA39080.1,69.3401,168.35,80.548,426.45
AAA39182.1,77.7422,186.9,84.8485,474.35
AAA39272.1,82.8714,195.95,87.034,498.15
AAA40549.1,64.07,155.2,76.3765,392.45
AAA40550.1,62.636,150.3,74.603,379.55
AAA40563.1,66.3963,161.25,80.2315,408.3
AAA50298.1,61.7662,156.45,77.761,395.8
AAA51043.1,60.7578,147.9,75.913,373.5
AAA51044.1,66.0527,162.5,79.021,411.3
AAA51045.1,65.1524,158.4,78.0515,400.6
AAA51046.1,63.831,163.4,77.3415,413.6
AAA51047.1,63.4177,158.0,80.4305,399.5
AAA51048.1,80.3802,188.3,85.428,478.4
AAA51050.1,72.0739,173.95,82.03,440.85
AAA51051.1,65.6721,157.7,77.536,399.1
AAA51053.1,66.8205,167.8,77.1515,425.2
AAA51055.1,73.87,185.0,83.8565,469.7
AAA51056.1,70.0667,176.25,81.1705,446.9
AAA51057.1,67.3239,166.55,81.824,421.6
AAA51064.1,67.3156,165.75,80.055,419.3
AAA51067.1,70.8885,172.75,81.9685,437.9
AAA51070.1,72.0497,183.0,81.675,464.25
AAA51074.1,70.6881,172.05,81.739,435.9
AAA51076.1,70.0048,169.55,80.4535,429.3
AAA51078.1,69.9286,169.95,81.157,430.5
AAA51081.1,70.4236,171.2,80.6515,433.85
AAA51083.1,70.7143,171.55,81.2305,434.75
AAA51085.1,70.1738,173.9,81.307,440.7
AAA51088.1,71.2113,178.9,81.2865,453.35
AAA51095.1,66.878,161.65,79.2935,408.9
AAA51097.1,70.7275,177.4,83.4155,450.1
AAA51098.1,61.2684,152.1,75.3885,384.2
AAA51099.1,59.2519,149.15,75.8775,376.3
AAA51100.1,63.4084,159.85,79.717,404.25
AAA51101.1,64.0088,162.85,79.63,411.95
AAA51102.1,64.8405,160.55,77.842,406.2
AAA51103.1,76.9349,183.1,85.8165,464.9
AAA51104.1,70.8076,173.55,82.3615,439.9
AAA51105.1,68.8275,166.3,81.715,421.0
AAA51106.1,70.0387,167.3,81.451,423.8
AAA51107.1,69.3154,168.3,82.0,426.15
AAA51108.1,70.8708,172.45,82.1825,436.7
AAA51162.1,79.4524,194.55,88.332,494.65
AAA51164.1,78.9354,191.55,87.691,486.6
AAA51166.1,63.8275,159.35,80.012,403.05
AAA51168.1,63.5645,157.0,79.202,397.05
AAA51169.1,66.7827,159.2,81.294,402.75
AAA51172.2,64.9213,157.1,77.129,397.25
AAA51630.1,64.529,163.0,80.548,412.4
AAA51633.1,66.4958,164.2,80.535,415.7
AAA53025.1,65.7629,159.2,80.922,402.7
AAA53038.1,63.5921,162.2,80.5945,410.3
AAA53040.1,82.7941,198.95,89.5285,506.1
AAA53079.1,66.4328,158.25,78.853,400.55
AAA53204.1,63.7013,159.9,78.671,404.5
AAA53291.1,70.6578,173.35,80.898,439.1
AAA56775.1,69.4484,170.5,80.7515,432.0
AAA57212.1,64.1763,162.5,80.723,411.3
AAA57215.1,77.3111,189.35,87.637,480.95
AAA57283.1,63.36,160.95,77.8015,407.0
AAA57285.1,62.8082,158.6,76.5855,401.3
AAA57287.1,70.0734,173.25,80.718,439.2
AAA57289.1,70.5443,174.05,81.633,441.35
AAA57352.1,64.7301,157.3,75.435,397.55
AAA57354.1,64.2535,157.05,75.484,397.05
AAA57356.1,65.0133,157.55,75.3635,398.4
AAA57506.1,78.1282,176.0,85.3545,446.2
AAA57510.1,64.4361,154.3,77.3275,389.8
AAA58253.1,63.3431,151.7,76.478,383.15
AAA58746.1,70.7265,161.4,80.349,408.5
AAA59059.1,69.6335,166.7,79.594,422.15
AAA60430.1,79.3862,188.1,85.188,477.75
AAA60441.1,65.3955,157.85,77.232,398.9
AAA61337.1,68.9123,165.6,81.4555,419.2
AAA61339.1,63.4734,150.75,78.508,380.85
AAA61582.1,64.6152,160.15,77.739,405.35
AAA61583.1,67.3511,163.4,78.526,413.75
AAA61584.1,66.9874,167.15,80.304,423.3
AAA61585.1,66.6136,166.3,80.072,420.8
AAA61586.1,78.415,183.35,85.238,465.2
AAA61587.1,67.4261,167.25,80.0555,423.25
AAA62144.1,62.1346,155.15,76.324,392.3
AAA62634.1,60.1663,141.05,73.4315,355.7
AAA62636.1,67.9202,160.95,80.6055,407.35
AAA62640.1,68.9727,177.05,81.746,448.75
AAA62643.1,61.8444,153.15,77.326,387.0
AAA63324.1,63.1506,155.9,75.956,394.3
AAA63337.1,65.8255,164.1,79.6465,415.55
AAA63644.1,63.1899,145.8,75.8395,368.05
AAA64613.1,63.4416,159.25,79.9795,402.7
AAA65390.1,70.3501,177.65,83.2805,450.85
AAA65391.1,68.8053,174.75,82.9345,442.65
AAA65393.1,70.7255,177.95,84.901,451.0
AAA65396.1,68.8581,176.8,82.78,448.35
AAA65400.1,68.5243,174.6,82.2345,442.65
AAA65407.1,69.5086,168.3,82.829,426.1
AAA65408.1,74.8049,178.3,87.0095,452.3
AAA65409.1,72.8958,176.15,86.207,446.55
AAA65410.1,68.963,168.85,83.4215,427.75
AAA65412.1,75.1524,177.45,87.5575,450.15
AAA65413.1,72.8763,179.3,85.153,454.85
AAA65415.1,75.3887,183.3,87.312,465.15
AAA65443.1,65.6482,165.75,80.152,419.35
AAA65679.1,79.1343,192.05,87.67,488.2
AAA65680.1,73.2284,185.1,85.449,469.7
AAA65892.1,66.9533,162.75,77.658,411.6
AAA65893.1,67.198,165.15,78.417,417.95
AAA65894.1,68.3556,169.05,80.089,428.25
AAA65944.1,67.3585,157.95,80.0015,399.55
AAA67328.1,67.3499,166.1,81.0865,420.45
AAA67438.1,71.2548,176.55,81.6665,447.65
AAA69921.1,66.3188,159.45,78.499,403.2
AAA75163.1,68.2306,170.55,81.9285,432.0
AAA75368.1,58.281,144.8,73.748,365.15
AAA79946.1,64.2944,157.1,76.4015,397.4
AAA80966.1,61.3704,153.3,78.447,387.45
AAA83267.1,71.7701,178.85,82.137,453.6
AAA83268.1,84.3078,203.6,90.706,517.65
AAA83382.1,65.0754,156.25,80.1155,394.85
AAA85128.1,79.8988,187.55,85.6945,476.4
AAA85497.1,63.1976,154.4,75.4335,390.3
AAA86288.1,67.4203,160.9,79.6055,407.35
AAA86844.1,60.5156,150.55,75.121,380.35
AAA87199.1,59.1819,152.95,76.667,386.75
AAA88252.1,69.8751,177.9,82.6795,451.3
AAA88255.1,71.1626,175.45,81.2585,444.75
AAA88256.1,72.7602,176.2,82.744,446.7
AAA88257.1,72.2257,175.85,81.8895,445.9
AAA88258.1,69.6737,168.05,80.847,425.4
AAA88259.1,69.7653,168.05,80.538,425.55
AAA88260.1,67.9471,162.45,78.7625,410.85
AAA88261.1,69.5718,167.45,83.754,423.8
AAA88262.1,70.8587,164.15,80.18,415.6
AAA88266.1,62.2574,148.5,74.214,375.0
AAA88268.1,63.4634,153.6,76.342,388.15
AAA88270.1,62.2355,150.55,74.1675,380.15
AAA88271.1,62.4263,149.85,74.3165,378.05
AAA88273.1,63.152,153.65,75.069,388.4
AAA88275.1,64.1842,152.25,74.1345,384.55
AAA88278.1,65.2501,154.45,74.374,390.35
AAA88284.1,63.4797,147.95,74.8615,373.5
AAA88288.1,61.6549,141.5,72.5665,356.65
AAA88290.1,63.8566,153.5,74.8145,387.75
AAA88292.1,66.1896,160.75,78.107,406.75
AAA88294.1,66.4094,157.95,75.6995,399.4
AAA88295.1,64.6421,156.3,76.225,395.3
AAA88297.1,66.8955,161.6,77.1625,408.6
AAA88299.1,64.9657,157.7,75.272,398.7
AAA88301.1,64.2615,155.8,75.1845,393.55
AAA91785.1,66.3684,155.95,78.225,394.3
AAA91786.1,59.9262,137.35,71.928,346.05
AAA91787.1,65.1186,151.9,75.561,383.65
AAA91788.1,69.5323,163.35,80.5375,413.8
AAA91789.1,68.2266,162.45,78.0435,411.1
AAA91790.1,64.7819,154.85,77.479,391.7
AAA91791.1,66.233,159.35,78.617,402.9
AAA91794.1,61.3705,144.4,74.5605,364.5
AAA93034.1,69.6225,171.15,80.02,433.55
AAA96358.1,71.9409,182.7,85.3455,463.5
AAA96360.1,72.1184,182.85,85.245,464.1
AAA96369.1,68.6171,173.05,82.465,438.4
AAA96373.1,71.0575,179.65,84.0695,455.85
AAA96737.1,64.7965,158.95,78.6475,402.25
AAA96769.1,72.9097,185.85,83.573,471.95
AAA96770.1,61.971,153.8,75.637,389.05
AAA96773.1,66.6774,170.05,80.1315,430.95
AAA96775.1,69.6985,179.75,81.7365,456.1
AAA96777.1,67.655,164.35,78.511,416.0
AAA96779.1,65.2692,159.55,78.866,403.55
AAA96957.1,55.4843,134.45,70.516,338.3
AAA96958.1,54.5234,128.8,69.7885,323.95
AAA97368.1,69.5609,168.9,81.981,427.75
AAA97369.1,71.5089,173.3,81.722,438.85
AAA97370.1,66.4017,165.25,78.962,418.0
AAA97371.1,70.2959,178.85,80.3105,453.8
AAA97372.1,62.0666,156.85,78.235,397.0
AAA97373.1,62.3706,158.9,77.413,401.85
AAA97374.1,60.8325,152.5,74.6235,385.4
AAA97375.1,62.436,156.05,76.9325,394.4
AAA97896.1,80.7793,184.9,85.279,469.1
AAA98728.1,71.2635,183.35,82.2675,465.45
AAA98740.1,64.5293,159.7,78.52,403.85
AAA99010.1,70.6231,162.05,81.913,410.15
AAB00849.1,68.5198,162.3,77.9845,410.4
AAB01190.1,72.1049,177.75,82.106,450.8
AAB01611.1,65.5906,154.25,79.621,389.8
AAB01613.1,70.1247,162.7,81.3765,411.45
AAB01614.1,72.2463,165.65,82.8525,419.2
AAB01618.1,71.7231,165.4,82.6695,418.95
AAB01620.1,68.2393,170.7,80.724,432.25
AAB01621.1,63.2795,154.5,78.9645,390.2
AAB02356.1,70.6608,169.7,82.604,429.8
AAB02359.1,70.3982,164.95,81.1405,417.75
AAB02364.1,70.7029,169.45,81.9635,429.35
AAB02367.1,65.3915,164.15,78.7445,415.4
AAB02663.1,66.5246,154.35,78.703,389.7
AAB02664.1,66.3503,160.65,77.1895,406.45
AAB02916.1,65.5898,160.4,78.7825,405.8
AAB03589.1,70.3845,172.95,80.587,438.2
AAB03590.1,71.3981,174.3,82.2975,441.9
AAB03591.1,64.163,154.65,79.283,390.75
AAB03592.1,67.8722,166.45,80.209,421.7
AAB03593.1,71.9849,179.85,82.3555,456.05
AAB03594.1,67.2122,167.55,80.3975,424.1
AAB03595.1,66.9686,169.55,80.883,429.55
AAB03596.1,68.8529,167.5,80.2015,424.3
AAB03597.1,70.8556,175.0,81.4565,443.55
AAB03863.1,61.5144,153.7,76.8145,388.45
AAB04535.1,71.775,163.25,81.223,413.45
AAB04536.1,63.5201,159.1,78.9955,402.4
AAB04555.1,74.0182,173.0,84.7215,438.45
AAB04995.1,80.5998,188.6,84.294,479.05
AAB05114.1,68.3312,166.45,80.168,421.4
AAB05116.1,68.4973,164.85,79.91,417.3
AAB05122.1,67.2114,161.75,79.183,409.5
AAB05124.1,67.9091,162.15,79.8155,410.5
AAB05125.1,66.5609,159.75,77.718,404.1
AAB05126.1,68.6142,164.5,79.98,416.4
AAB05127.1,66.4573,158.8,79.5585,401.3
AAB05128.1,67.2611,160.7,78.941,406.7
AAB05129.1,64.8964,162.45,80.4695,410.9
AAB05130.1,64.5115,155.25,77.88,392.45
AAB05132.1,65.0746,159.45,79.059,403.9
AAB05133.1,64.6623,160.55,78.794,406.15
AAB05135.1,66.6822,160.1,78.973,404.9
