query_id,% Identity,bitscore,% Positives,score
4866742-2,87.889,18.62,91.7785,36.35
5980387-3,79.9445,19.86,88.4445,39.65
5679575-2,81.3333,18.97,84.8335,37.25
324347-2,83.9446,16.32,86.5565,30.4
595930-4,81.3334,19.96,87.389,39.9
4252928-2,86.2362,17.435,90.417,33.35
6613690-3,74.0001,15.195,83.0565,27.5
6441918-2,80.4444,19.94,87.4445,39.85
6621265-3,83.9445,18.795,89.278,36.8
5692626-2,85.3334,17.075,91.6945,32.45
3499634-2,82.9445,18.655,87.2225,36.45
2261129-2,82.2779,17.825,86.556,34.35
6423665-2,79.0,18.795,81.5,36.8
4199197-2,81.8889,19.38,85.889,38.35
934058-4,80.6112,17.07,84.8895,32.35
324230-2,87.9445,18.57,95.667,36.2
1324219-2,71.5,18.245,88.0,35.4
2193556-8,79.9307,16.805,87.4315,31.75
1115395-2,88.0973,17.0,92.903,32.25
2375152-2,89.0139,17.1,93.889,32.5
3101522-2,83.1389,16.09,92.75,29.8
1348105-2,57.7778,14.8,58.8889,26.4444
5631347-17,77.2778,17.435,82.8335,33.35
3105410-2,79.8334,18.675,84.889,36.5
